0.000000000000000000e+00,-1.384238513836457727e-05
2.083333333333333218e-02,-5.572071513921016069e-06
4.166666666666666435e-02,-7.750282474978940938e-05
6.250000000000000000e-02,-1.762924744368048505e-04
8.333333333333332871e-02,-2.487165786272798338e-04
1.041666666666666574e-01,-2.417035997254045505e-04
1.250000000000000000e-01,-1.023697144373538631e-04
1.458333333333333148e-01,2.219468229420604091e-04
1.666666666666666574e-01,7.836518412418548313e-04
1.875000000000000000e-01,1.634862011734287317e-03
2.083333333333333148e-01,2.827372277773010627e-03
2.291666666666666574e-01,4.412624023301761969e-03
2.500000000000000000e-01,6.441674045359127576e-03
2.708333333333333148e-01,8.965164392030225415e-03
2.916666666666666297e-01,1.203329312339702917e-02
3.125000000000000000e-01,1.569578604894221810e-02
3.333333333333333148e-01,2.000186949059510125e-02
3.541666666666666297e-01,2.500024411620109174e-02
3.750000000000000000e-01,3.073905988367811246e-02
3.958333333333333148e-01,3.726589213152309982e-02
4.166666666666666297e-01,4.462771884667927902e-02
4.375000000000000000e-01,5.287089913609853420e-02
4.583333333333333148e-01,6.204115292366095546e-02
4.791666666666666297e-01,7.218354188947292971e-02
5.000000000000000000e-01,8.334245166398181193e-02
5.208333333333332593e-01,9.556157528484363062e-02
5.416666666666666297e-01,1.088838979200839469e-01
5.625000000000000000e-01,1.233516828568221868e-01
5.833333333333332593e-01,1.390064587507062188e-01
6.041666666666666297e-01,1.558890081272443773e-01
6.250000000000000000e-01,1.740393571224432279e-01
6.458333333333332593e-01,1.934967664465739035e-01
6.666666666666666297e-01,2.142997235515105570e-01
6.875000000000000000e-01,2.364859359789220628e-01
7.083333333333332593e-01,2.600923258636588242e-01
7.291666666666666297e-01,2.851550255639681009e-01
7.500000000000000000e-01,3.117093743876968581e-01
7.708333333333332593e-01,3.397899163814047108e-01
7.916666666666666297e-01,3.694303991473087967e-01
8.125000000000000000e-01,4.006637736512196346e-01
8.333333333333332593e-01,4.335221949831000177e-01
8.541666666666666297e-01,4.680370240305764540e-01
8.750000000000000000e-01,5.042388300246638533e-01
8.958333333333332593e-01,5.421573939161052902e-01
9.166666666666666297e-01,5.818217125400882983e-01
9.375000000000000000e-01,6.232600035266576688e-01
9.583333333333332593e-01,6.664997109138980358e-01
9.791666666666666297e-01,7.115675114208981356e-01
1.000000000000000000e+00,7.584893213376201482e-01
1.020833333333333259e+00,8.072903039890734211e-01
1.041666666666666519e+00,8.579948777316160902e-01
1.062500000000000000e+00,9.106267244397802108e-01
1.083333333333333259e+00,9.652087984427094591e-01
1.104166666666666519e+00,1.021763335870117695e+00
1.125000000000000000e+00,1.080311864368593833e+00
1.145833333333333259e+00,1.140875213150103207e+00
1.166666666666666519e+00,1.203473523335631290e+00
1.187500000000000000e+00,1.268126258558096131e+00
1.208333333333333259e+00,1.334852215789896102e+00
