0.000000000000000000e+00,-3.131531508584863791e-03
8.333333333333332871e-02,-3.007378930910954012e-03
1.666666666666666574e-01,-2.873399237461778111e-03
2.500000000000000000e-01,-5.449424888466624511e-03
3.333333333333333148e-01,4.337472226878605341e-02
4.166666666666666297e-01,-2.035709874210054476e-02
5.000000000000000000e-01,1.677489042230643213e-01
5.833333333333332593e-01,4.782358734952599777e-01
6.666666666666666297e-01,1.107326826070718917e-01
7.500000000000000000e-01,-1.418050262044751442e+01
8.333333333333332593e-01,1.183692752764562961e+01
9.166666666666666297e-01,3.248106322174986360e+01
1.000000000000000000e+00,1.215582625168026709e+01
1.083333333333333259e+00,7.821930896684085610e+01
1.166666666666666519e+00,-1.319780440786094289e+01
1.250000000000000000e+00,9.742145832805455541e-01
1.333333333333333259e+00,5.338497395738409068e+01
1.416666666666666519e+00,6.013503479535653184e+01
1.500000000000000000e+00,6.961575284232880279e+01
1.583333333333333259e+00,1.000000000000000000e+02
1.666666666666666519e+00,8.358799667994733795e+01
1.750000000000000000e+00,5.466990632682073681e+01
1.833333333333333259e+00,2.797968832796437511e+01
1.916666666666666519e+00,5.225814682936146482e+01
2.000000000000000000e+00,4.788677678614575228e+01
2.083333333333333037e+00,8.224068639459532903e+01
2.166666666666666519e+00,8.332764738017091588e+01
2.250000000000000000e+00,8.646504656861327476e+01
2.333333333333333037e+00,8.675880900630599513e+01
2.416666666666666519e+00,5.601579652691954436e+01
2.500000000000000000e+00,1.000000000000000000e+02
2.583333333333333037e+00,3.970199313643386319e+01
2.666666666666666519e+00,1.090597651447913918e+01
2.750000000000000000e+00,2.840365834365541886e+01
2.833333333333333037e+00,6.286693365203991135e+00
2.916666666666666519e+00,7.054839532917483780e+01
3.000000000000000000e+00,6.358583127842154425e+01
3.083333333333333037e+00,8.699189845217458128e+01
3.166666666666666519e+00,5.665115283890651199e+01
3.250000000000000000e+00,8.750864813390495556e+01
3.333333333333333037e+00,9.585742504449247292e+01
3.416666666666666519e+00,9.487179853993885104e+01
3.500000000000000000e+00,5.645850185498406404e+01
3.583333333333333037e+00,5.402321125657432077e+01
3.666666666666666519e+00,5.232922818097542006e+01
3.750000000000000000e+00,4.694552460267202321e+01
3.833333333333333037e+00,4.859247045918956331e+01
3.916666666666666519e+00,2.444190385337346072e+01
4.000000000000000000e+00,6.630910565185885730e+00
4.083333333333333037e+00,1.223518657818636868e+01
4.166666666666666075e+00,2.116919863243503386e+01
4.250000000000000000e+00,3.316043866952637842e+01
4.333333333333333037e+00,7.239323263686358700e+01
4.416666666666666075e+00,5.609349935036343027e+01
4.500000000000000000e+00,1.000000000000000000e+02
4.583333333333333037e+00,4.381245413991280913e+01
4.666666666666666075e+00,-8.407705732379611163e-01
4.750000000000000000e+00,5.418802839090986367e+01
4.833333333333333037e+00,5.166839603319814955e+00
4.916666666666666075e+00,4.772648625661778965e+01
5.000000000000000000e+00,5.810928146267374217e+01
5.083333333333333037e+00,5.062495636897568829e+01
5.166666666666666075e+00,1.000000000000000000e+02
5.250000000000000000e+00,6.115477226852910064e+01
5.333333333333333037e+00,8.947147163848831042e+01
5.416666666666666075e+00,6.573497458062804810e+01
5.500000000000000000e+00,4.448410185514737236e+01
5.583333333333333037e+00,6.649439658278400600e+01
5.666666666666666075e+00,-2.166812223579561447e+01
5.750000000000000000e+00,2.640357610885939010e+01
5.833333333333333037e+00,5.282380006971791886e-01
